exp,condition,participant,trialno,aiming_target,rotation_deg,aimingdeviation_deg,arrow_offset,phase
4,aiming,d91828,84,135,45,-17,15,rotation
4,aiming,d91828,85,135,45,-20,15,rotation
4,aiming,d91828,86,45,45,-21,15,rotation
4,aiming,d91828,87,75,45,-23,15,rotation
4,aiming,d91828,88,105,45,-23,15,rotation
4,aiming,d91828,89,105,45,-22,15,rotation
4,aiming,d91828,90,135,45,-21,15,rotation
4,aiming,d91828,91,75,45,-25,15,rotation
4,aiming,d91828,92,45,45,-24,15,rotation
4,aiming,d91828,93,45,45,-26,15,rotation
4,aiming,d91828,94,135,45,-21,15,rotation
4,aiming,d91828,95,75,45,-27,15,rotation
4,aiming,d91828,96,105,45,-25,15,rotation
4,aiming,d91828,97,105,45,-21,15,rotation
4,aiming,d91828,98,135,45,-24,15,rotation
4,aiming,d91828,99,75,45,-25,15,rotation
4,aiming,d91828,100,45,45,-25,15,rotation
4,aiming,d91828,101,75,45,-25,15,rotation
4,aiming,d91828,102,135,45,-26,15,rotation
4,aiming,d91828,103,105,45,-25,15,rotation
4,aiming,d91828,104,45,45,-24,15,rotation
4,aiming,d91828,105,105,45,-28,15,rotation
4,aiming,d91828,106,45,45,-27,15,rotation
4,aiming,d91828,107,75,45,-29,15,rotation
4,aiming,d91828,108,135,45,-25,15,rotation
4,aiming,d91828,109,105,45,-30,15,rotation
4,aiming,d91828,110,45,45,-29,15,rotation
4,aiming,d91828,111,75,45,-28,15,rotation
4,aiming,d91828,112,135,45,-24,15,rotation
4,aiming,d91828,113,45,45,-21,15,rotation
4,aiming,d91828,114,75,45,-28,15,rotation
4,aiming,d91828,115,105,45,-26,15,rotation
4,aiming,d91828,116,135,45,-22,15,rotation
4,aiming,d91828,117,45,45,-22,15,rotation
4,aiming,d91828,118,135,45,-23,15,rotation
4,aiming,d91828,119,105,45,-24,15,rotation
4,aiming,d91828,120,75,45,-26,15,rotation
4,aiming,0e3a36,1,45,0,-1,15,baseline
4,aiming,0e3a36,2,135,0,1,15,baseline
4,aiming,0e3a36,3,75,0,0,15,baseline
4,aiming,0e3a36,4,105,0,1,15,baseline
4,aiming,0e3a36,5,105,0,-1,15,baseline
4,aiming,0e3a36,6,75,0,0,15,baseline
4,aiming,0e3a36,7,45,0,0,15,baseline
4,aiming,0e3a36,8,135,0,1,15,baseline
4,aiming,0e3a36,9,45,0,1,15,baseline
4,aiming,0e3a36,10,135,0,2,15,baseline
4,aiming,0e3a36,11,105,0,0,15,baseline
4,aiming,0e3a36,12,75,0,0,15,baseline
4,aiming,0e3a36,13,75,0,-2,15,baseline
4,aiming,0e3a36,14,105,0,1,15,baseline
4,aiming,0e3a36,15,45,0,2,15,baseline
4,aiming,0e3a36,16,135,0,1,15,baseline
4,aiming,0e3a36,17,45,0,-1,15,baseline
4,aiming,0e3a36,18,75,0,-1,15,baseline
4,aiming,0e3a36,19,105,0,1,15,baseline
4,aiming,0e3a36,20,135,0,2,15,baseline
4,aiming,0e3a36,21,105,45,0,15,rotation
4,aiming,0e3a36,22,75,45,0,15,rotation
4,aiming,0e3a36,23,135,45,1,15,rotation
4,aiming,0e3a36,24,45,45,2,15,rotation
4,aiming,0e3a36,25,105,45,0,15,rotation
4,aiming,0e3a36,26,75,45,-1,15,rotation
4,aiming,0e3a36,27,45,45,2,15,rotation
4,aiming,0e3a36,28,135,45,1,15,rotation
4,aiming,0e3a36,29,135,45,1,15,rotation
4,aiming,0e3a36,30,105,45,1,15,rotation
4,aiming,0e3a36,31,75,45,1,15,rotation
4,aiming,0e3a36,32,45,45,1,15,rotation
4,aiming,0e3a36,33,45,45,1,15,rotation
4,aiming,0e3a36,34,75,45,0,15,rotation
4,aiming,0e3a36,35,135,45,2,15,rotation
4,aiming,0e3a36,36,105,45,1,15,rotation
4,aiming,0e3a36,37,45,45,1,15,rotation
4,aiming,0e3a36,38,135,45,2,15,rotation
4,aiming,0e3a36,39,105,45,0,15,rotation
4,aiming,0e3a36,40,75,45,0,15,rotation
4,aiming,0e3a36,41,45,45,1,15,rotation
4,aiming,0e3a36,42,105,45,1,15,rotation
4,aiming,0e3a36,43,75,45,1,15,rotation
4,aiming,0e3a36,44,135,45,1,15,rotation
4,aiming,0e3a36,45,75,45,1,15,rotation
4,aiming,0e3a36,46,135,45,2,15,rotation
4,aiming,0e3a36,47,105,45,1,15,rotation
4,aiming,0e3a36,48,45,45,0,15,rotation
4,aiming,0e3a36,49,105,45,-1,15,rotation
4,aiming,0e3a36,50,75,45,0,15,rotation
4,aiming,0e3a36,51,45,45,2,15,rotation
4,aiming,0e3a36,52,135,45,2,15,rotation
4,aiming,0e3a36,53,135,45,3,15,rotation
4,aiming,0e3a36,54,45,45,0,15,rotation
4,aiming,0e3a36,55,75,45,0,15,rotation
4,aiming,0e3a36,56,105,45,2,15,rotation
4,aiming,0e3a36,57,135,45,2,15,rotation
4,aiming,0e3a36,58,105,45,0,15,rotation
4,aiming,0e3a36,59,75,45,-1,15,rotation
4,aiming,0e3a36,60,45,45,3,15,rotation
4,aiming,0e3a36,61,105,45,1,15,rotation
4,aiming,0e3a36,62,135,45,2,15,rotation
4,aiming,0e3a36,63,75,45,-2,15,rotation
4,aiming,0e3a36,64,45,45,1,15,rotation
4,aiming,0e3a36,65,75,45,0,15,rotation
4,aiming,0e3a36,66,105,45,1,15,rotation
4,aiming,0e3a36,67,135,45,-1,15,rotation
4,aiming,0e3a36,68,45,45,0,15,rotation
4,aiming,0e3a36,69,75,45,1,15,rotation
4,aiming,0e3a36,70,135,45,1,15,rotation
4,aiming,0e3a36,71,45,45,2,15,rotation
4,aiming,0e3a36,72,105,45,2,15,rotation
4,aiming,0e3a36,73,135,45,0,15,rotation
4,aiming,0e3a36,74,75,45,1,15,rotation
4,aiming,0e3a36,75,45,45,1,15,rotation
4,aiming,0e3a36,76,105,45,1,15,rotation
4,aiming,0e3a36,77,75,45,0,15,rotation
4,aiming,0e3a36,78,45,45,2,15,rotation
4,aiming,0e3a36,79,105,45,-1,15,rotation
4,aiming,0e3a36,80,135,45,1,15,rotation
4,aiming,0e3a36,81,135,45,0,15,rotation
4,aiming,0e3a36,82,45,45,1,15,rotation
4,aiming,0e3a36,83,75,45,1,15,rotation
4,aiming,0e3a36,84,105,45,-1,15,rotation
4,aiming,0e3a36,85,135,45,2,15,rotation
4,aiming,0e3a36,86,105,45,2,15,rotation
4,aiming,0e3a36,87,45,45,1,15,rotation
4,aiming,0e3a36,88,75,45,0,15,rotation
4,aiming,0e3a36,89,135,45,0,15,rotation
4,aiming,0e3a36,90,45,45,1,15,rotation
4,aiming,0e3a36,91,75,45,0,15,rotation
4,aiming,0e3a36,92,105,45,2,15,rotation
4,aiming,0e3a36,93,135,45,2,15,rotation
4,aiming,0e3a36,94,75,45,1,15,rotation
4,aiming,0e3a36,95,105,45,0,15,rotation
4,aiming,0e3a36,96,45,45,2,15,rotation
4,aiming,0e3a36,97,75,45,2,15,rotation
4,aiming,0e3a36,98,135,45,0,15,rotation
4,aiming,0e3a36,99,45,45,2,15,rotation
4,aiming,0e3a36,100,105,45,1,15,rotation
4,aiming,0e3a36,101,45,45,1,15,rotation
4,aiming,0e3a36,102,105,45,1,15,rotation
4,aiming,0e3a36,103,135,45,-1,15,rotation
4,aiming,0e3a36,104,75,45,-1,15,rotation
4,aiming,0e3a36,105,75,45,-1,15,rotation
4,aiming,0e3a36,106,105,45,1,15,rotation
4,aiming,0e3a36,107,135,45,-1,15,rotation
4,aiming,0e3a36,108,45,45,-1,15,rotation
4,aiming,0e3a36,109,45,45,0,15,rotation
4,aiming,0e3a36,110,135,45,2,15,rotation
4,aiming,0e3a36,111,75,45,3,15,rotation
4,aiming,0e3a36,112,105,45,1,15,rotation
4,aiming,0e3a36,113,45,45,2,15,rotation
4,aiming,0e3a36,114,75,45,3,15,rotation
4,aiming,0e3a36,115,135,45,1,15,rotation
4,aiming,0e3a36,116,105,45,0,15,rotation
4,aiming,0e3a36,117,135,45,0,15,rotation
4,aiming,0e3a36,118,45,45,2,15,rotation
4,aiming,0e3a36,119,105,45,3,15,rotation
4,aiming,0e3a36,120,75,45,0,15,rotation
4,aiming,2bef2b,1,135,0,4,15,baseline
4,aiming,2bef2b,2,105,0,1,15,baseline
4,aiming,2bef2b,3,75,0,-2,15,baseline
4,aiming,2bef2b,4,45,0,1,15,baseline
4,aiming,2bef2b,5,45,0,1,15,baseline
4,aiming,2bef2b,6,75,0,NA,15,baseline
4,aiming,2bef2b,7,135,0,3,15,baseline
4,aiming,2bef2b,8,105,0,1,15,baseline
4,aiming,2bef2b,9,45,0,2,15,baseline
4,aiming,2bef2b,10,105,0,3,15,baseline
4,aiming,2bef2b,11,135,0,2,15,baseline
4,aiming,2bef2b,12,75,0,1,15,baseline
4,aiming,2bef2b,13,75,0,-3,15,baseline
4,aiming,2bef2b,14,135,0,3,15,baseline
4,aiming,2bef2b,15,45,0,-1,15,baseline
4,aiming,2bef2b,16,105,0,0,15,baseline
4,aiming,2bef2b,17,45,0,-1,15,baseline
4,aiming,2bef2b,18,135,0,3,15,baseline
4,aiming,2bef2b,19,75,0,-2,15,baseline
4,aiming,2bef2b,20,105,0,1,15,baseline
4,aiming,2bef2b,21,105,45,-2,15,rotation
4,aiming,2bef2b,22,45,45,1,15,rotation
4,aiming,2bef2b,23,135,45,1,15,rotation
4,aiming,2bef2b,24,75,45,NA,15,rotation
4,aiming,2bef2b,25,75,45,NA,15,rotation
4,aiming,2bef2b,26,135,45,0,15,rotation
4,aiming,2bef2b,27,105,45,NA,15,rotation
4,aiming,2bef2b,28,45,45,-88,15,rotation
4,aiming,2bef2b,29,135,45,-112,15,rotation
4,aiming,2bef2b,30,75,45,-83,15,rotation
4,aiming,2bef2b,31,45,45,NA,15,rotation
4,aiming,2bef2b,32,105,45,-17,15,rotation
4,aiming,2bef2b,33,45,45,-18,15,rotation
4,aiming,2bef2b,34,105,45,-16,15,rotation
4,aiming,2bef2b,35,135,45,-44,15,rotation
4,aiming,2bef2b,36,75,45,-57,15,rotation
4,aiming,2bef2b,37,135,45,-39,15,rotation
4,aiming,2bef2b,38,45,45,-49,15,rotation
4,aiming,2bef2b,39,105,45,-44,15,rotation
4,aiming,2bef2b,40,75,45,-41,15,rotation
4,aiming,2bef2b,41,135,45,-43,15,rotation
4,aiming,2bef2b,42,75,45,-44,15,rotation
4,aiming,2bef2b,43,45,45,-30,15,rotation
4,aiming,2bef2b,44,105,45,-30,15,rotation
4,aiming,2bef2b,45,135,45,-30,15,rotation
4,aiming,2bef2b,46,105,45,-37,15,rotation
4,aiming,2bef2b,47,45,45,-35,15,rotation
4,aiming,2bef2b,48,75,45,-36,15,rotation
4,aiming,2bef2b,49,45,45,-32,15,rotation
4,aiming,2bef2b,50,75,45,-34,15,rotation
